startDate,count,quote1,quote2,quote3
19840101,294,What Was Lost in Nigeria,,
19840108,301,A REPORTER'S NOTEBOOK: WINDS OF HOPE IN ALBANY,,
19840115,309," Bonds May Return",,
19840122,262,FOLLOW-UP ON THE NEWSU.S.-Soviet Thaw,,
19840129,289,NEW HOPE FOR THE DISABLED,,
19840205,350,CBS News Says Bush Hopes To Arrange Summit Meeting,,
19840212,339,PARADE MARSHAL SOFTENS TONE OF AN OLD IRISH CALL,,
19840219,298,Robbers' Helicopter Found,,
19840226,280,HOPES DWINDLING FOR RATE DECLINE,,
19840304,292,SCOUTING,,
19840311,282,HART'S MAIN HOPE,,
19840318,313,HART'S MAIN HOPE,,
19840325,303,KIN OF ISRAELIS LOST IN BATTLE CLING TO HOPE,,
19840401,295,Comings and Goings,,
19840408,284,Pearson Is Optimistic,,
19840415,282,RECENT FIGHTING IN SRI LANKA DIMS HOPES FOR ETHNIC PEACE,,
19840422,314,"; Hood, Hope Promotes Three to Top Positions",,
19840429,330,"BETTER LATE THAN NEVER Small Comfort New York's Mayor Koch feels ''very uncomfortable'' about the official treatment of Irwin Levin, a social worker who was demoted after breaking a law in order to expose a city agency's negligent response to child abuse. That's why the Mayor has ordered Mr. Levin reinstated in his old job. The reinstatement may relieve some of the Mayor's discomfort, but we hope not all of it. The fact remains that only the messenger with the bad news has so far been held accountable for his actions.",,
19840506,296,Princeton's Madison Society Honors Bob Hope for Service,,
19840513,324," Hope for Castino",,
19840520,302,Meg Michaelson Weds Dr. Richard E. Boehme,,
19840527,317,Quotation of the Day,,
19840603,297,Jean Kearney Is Married,,
19840610,257,ARCHITECTURE THAT HONORED CIVILIAZATION,,
19840617,280,CONSERVATIVES HOPE TO LINK ABORTION WITH OVERSEAS AID,,
19840624,272,GREAT RED HOPES IN THE OLYMPICS,,
19840701,256,LETTERS,,
19840708,262,HART AIDES' BRIEF HOPES OF BLUNDER ARE DASHED,,
19840715,317,Italians Hope to Find Modigliani Sculptures,,
19840722,297,Priest Planning No Apology,,
19840729,302,"ANTIQUES;
FOR AUTO BUFFS, IT'S NEW HOPE OR BUST",,
19840805,295,PERENNIAL HOPE OF THE SCATTERED CAYUGA NATION-LAND,,
19840812,280,"Stung by John DeLorean John DeLorean, rejoicing in his acquittal on cocaine charges, says he hopes the verdict will lead to changes in the law so that the Government can't entrap others into committing crimes they would not otherwise consider. Attorney General William French Smith, asked about the loss of his biggest case, says ''an acquittal in one case will not affect our use of undercover operations.''",,
19840819,305,No Headline,,
19840826,280,CLOUD OF COMPLACENCY SHADOWS G.O.P. 'SPRINGTIME OF HOPE',,
19840902,283,HOUSTON GRAPPLES WITH AN ERA OF DIMMER HOPES,,
19840909,295,FARMERS HOPE EXPERIMENTAL POTATO WILL HELP CROP,,
19840916,316,KENNELY'S G.O.P. CHALLENGER HOPES 2d TIME AROUND IS BETTER,,
19840923,342,"The Worm and the Apple ; BUSTED 'Expired' What to do when a derelict New York parking meter, its ''Expired'' flag showing, refuses to swallow the proper coin, no matter how firmly proferred? Leave the car unattended while hurrying across the street to claim a reserved table in an impatient restaurant? Or search for a piece of paper to slip under the windshield wiper in hopes a note might prevent a ticket?",,
19840930,330,NETS PIN HOPES ON SAPPLETON,,
19841007,335,RENAULT'S TURNAROUND HOPES,,
19841014,316,Miss Somoza Wed to Dr. J. M. Sterling,,
19841021,285,HEARING SET ON C.I.A. MANUAL,,
19841028,357,PEKING VOICES HOPE FOR BETTER RELATIONS WITH INDIAN LEADER,,
19841104,348,LONG-RANGE HOPE FOR REPUBLICANS IS FOUND IN POLL,,
19841111,350,LONG-RANGE HOPE FOR REPUBLICANS IS FOUND IN POLL,,
19841118,305,; Chateau Country,,
19841125,293,FINANCE/NEW ISSUES ; Delaware Hopes to End Use of Bond Certificates,,
19841202,302,An Alternative To Methadone,,
19841209,303,Diseased Animals Removed From Coast Research Center,,
19841216,270,Flicker of Hope,,
19850101,222,WEDNESDAY SPORTS Basketball,,
19850108,227,NATIONAL BOOK CRITICS CIRCLE CHOOSES WINNERS FOR 1984,,
19850115,239,LEBANESE PEACE IN SYRIA'S HANDS,,
19850122,229,About Men;   Life Miscarried,,
19850129,217,'Hoping (in Vain) To Empty the Nest',,
19850205,227,"  One Who Got Away The Cincinnati Bengals said they had given up hope of persuading",,
19850212,230,U.S. PROSECUTORS HOPE TO EXPOSE A 'MAFIA' AT COMING BOSTON TRIAL,,
19850219,229,JERSEY ADVOCATE AND A UTILITY REACH ACCORD ON ATOM PLANT,,
19850226,216,"  CASINOS' HOPES IN ATLANTIC CITY",,
19850305,243,Hope for the Book,,
19850312,239,PEKING SEES HOPE FOR IMPROVED TIES,,
19850319,249,GALAPAGOS BLAZE CONFOUNDS EFFORTS OF FIREFIGHTING TROOPS,,
19850326,192,"  Ruland May Return",,
19850402,220,"  Brazil's Leader Reported In Stable Condition",,
19850409,218,PEACE IS UP TO THE SHIITES,,
19850416,241,Realty Board and Employees Intensify Talks on Contract,,
19850423,229,"  ONLY HOPE FOR ISLANDERS",,
19850430,266,"  POTVIN SADDENED, BUT HOPE REMAINS",,
19850507,255,PHILADELPHIA PINS HOPE ON CHAGALL EXHIBITION,,
19850514,233,Quotation of the Day,,
19850521,226,"  East Meets Best",,
19850528,208,"PULLOUT IS NEARLY COMPLETE, BUT SOME ISRAELIS EXPECT TO STAY",,
19850604,247,Gandhi Sees Slim Hope For Bhopal Settlement,,
19850611,240,"DINING OUT;

A FRENCH ACCENT IN NEW HOPE",,
19850618,252,"  Hoping for a Miracle",,
19850625,238,HARVEST: TIME OF TENSION AND HOPES,,
19850702,221,"AS MEXICANS VOTE, OPPOSITION PARTY IS HOPING FOR A BREAKTHROUGH",,
19850709,198,Kennedy Center Lists Award Winners,,
19850716,208,Kennedy Center Lists Award Winners,,
19850723,193,"  Gandhi Holds Talks With Sikh Party Leader",,
19850730,187,"  LENGTHY RECOVERY AHEAD FOR CRABLE",,
19850806,207,2 ROOKIE RUNNERS LIFT GIANTS' HOPES,,
19850813,253,"  Trial Opens in Arkansas Over Death in 1960",,
19850820,229,"Transway Stake To Goldman, Sachs",,
19850827,220,"OF STRESS, HOPE AND PLAYING THE LOTTERY",,
19850903,240,Chinese Monkeys for Minnesota Zoo,,
19850910,244,Quotation of the Day,,
19850917,270,RED CROSS IS HOPING TO USE SATELLITE TIE TO ASSESS AID NEEDS,,
19850924,279,U.S. HOPES HUSSEIN CAN END DEADLOCK ON MIDEAST TALKS,,
19851001,262,Nets Still Hoping For 'New' Dawkins,,
19851008,229,"  Disputed Conversation",,
19851015,240,Edinet Venture,,
19851022,246,"  LEADERS OF SIX NATIONS TELL OF THEIR HOPES AND WORRIES",,
19851029,289,"  AN OFFER FROM REAGAN RAISES HOPES FOR GENEVA",,
19851105,290,"IN GLOOM OF WELFARE HOTELS, VOICE OF HOPE IS HEARD",,
19851112,283,"SODLIER, SCHOLAR, STATESMAN, TRICKSTER",,
19851119,246,"  Hoping to Stay Tied for Record",,
19851126,243,"  A TOUCH OF THE DEEP IN FABRIC DESIGNS",,
19851203,281,"  BUDGET PLAN STIRS RATE HOPES",,
19851210,269,INDONESIANS HOPE TO SETTLE DISPUTES IN TIMOR AND IRIAN JAYA,,
19851217,240,Quotation of the Day,,
