startDate,count,quote1,quote2,quote3
20071022,3173,Chávez’s Plan for Development Bank Moves Ahead,,
20071029,3268,How Far East? Not Too Far,,
20071105,3524,Bush mortgage plan leaves some cold,,
20071112,3371,Liquid Gold in Morocco,,
20071119,2672,Jaunty Is as Jaunty Does,,
20071126,3126,UN releases a new dire global warming report,,
20071203,2981,Front-runners lose ground in U.S. race,,
20071210,2845,Leadership Battle Grips South Africa’s Dominant Party,,
20071217,2465,The Microclusters of Silicon Valley,,
20080101,3567,Why H.I.V. Cases Are Rising Among Young Gay Men,,
20080108,3332,Downsized: The Eerie Tale of a Man and His Monster,,
20080115,3098,Our Fetid City,,
20080122,3201,For The Moment | Kicking It With Hiroki Nakamura,,
20080129,3891,Confusion hamstrings Chinese authorities' storm response,,
20080205,3721,Fading Prospects for a White Knight for Yahoo,,
20080212,2856,Scientists Would Turn Greenhouse Gas Into Gasoline,,
20080219,3102,Google Shoots for the Moon,,
20080226,3251,Chinese put down roots in Bordeaux,,
20080304,3325,Bush vetoes bill to limit CIA interrogation methods,,
20080311,3476,Home & Garden Calendar,,
20080318,3318,"Hands Off Our Palms, Union Says",,
20080325,3354,Deutsche Bank May Miss 2008 Profit Goal,,
20080401,3431,"Leaving a Series of Bombs, and Precious Few Clues",,
20080408,3392,Tourism Saves a Laotian City but Saps Its Buddhist Spirit,,
20080415,3524,Australian Banks Tap Samurai Bond Market,,
20080422,3265,Costly lesson on how not to build a U.S. Navy ship,,
20080429,3284,"After Throwing Rider, Police Horse Returns Home Alone",,
20080506,3454,Uncertainties Mark Next Steps,,
20080513,3539,Blasts leave 56 dead in India,,
20080520,3305,"American Airlines, cutting back, plans $15 bag fee",,
20080527,3382,The Lawyers’ Crusade,,
20080603,3476,Art Basel Unlimited | The All-Day Schmooze,,
20080610,3427,"Still Unable to Play, Church Visits the Mets",,
20080617,3385,Miller Is Sorry for Comments About Mediate,,
20080624,3404,Betting For Recovery,,
20080701,3117,Bacon Is Again a Top Draw at Auction,,
20080708,3329,EMC replaces the chief and co-founder of VMware,,
20080715,3416,Senior Citi Banker Makes His Exit,,
20080722,3378,"Yahoo Investor May Withhold Votes for Management, Report Says",,
20080729,3391,"Obama’s Speech in Lansing, Michigan",,
20080805,3640,Keeping One Eye on the Peloton and One on the View,,
20080812,3698,Forget the coming-out party mantra: China already an Olympic power,,
20080819,3756,"In Musharraf's wake, factions left to vie for power",,
20080826,3527,"Transcript: McCain and Palin in Dayton, Ohio",,
20080902,3861,Alitalia Takes Rescue Plan to Possible Suitors,,
20080909,3862,Russians React to Putin's '08 Remark,,
20080916,3882,Billions in Storm Damage Claims May Strain Texas Insurance Pool,,
20080923,3898,Life school offers shy Britons a road map to 'happiness',,
20080930,4192,8 killed in California bus accident,,
20081007,4150,Sharpton Speaks on Term Limit Plan,,
20081014,4361,"Some Answers, More Questions in A.L.C.S.",,
20081021,4179,South Korea to provide about $4 billion in aid to construction sector,,
20081028,4401,Ailing Thai king fails to give speech,,
20081104,4238,Former President of Taiwan Is Detained in a Corruption Inquiry,,
20081111,3876,Obama Team Anything but Shy and Retiring,,
20081118,3878,"Pete Newell, Basketball Coach and Innovator, Dies at 93",,
20081125,3380,Got a Room? Inauguration Is a Windfall,,
20081202,3971,"A Figure of the Past, and an Artist’s Notion of ‘the Light, the Future’",,
20081209,3440,"No Grill, No Vent, No Problem",,
20081216,3138,Is Modern Society Sustainable?,,
20090101,3814,B.C.’s Jagodzinski May Lose Job Because of Jets Interview,,
20090108,3858,A Sense of Who We Are,,
20090115,3511,Battling for Bidding Wars,,
20090122,3514,"A Woman’s Realm of Abstract Art, Revisited",,
20090129,4194,Seasonal Eating (and Drinking),,
20090205,4072,Revenge of the Techs,,
20090212,3380,A Map of Post-Meltdown America,,
20090219,3664,Stars walk the red carpet at the Academy Awards,,
20090226,3839,Grass-Roots Uprising Against River Dam Challenges Tokyo,,
20090305,3859,Portents of future sought in North Korea election,,
20090312,3267,Ireland’s Tough Peace,,
20090319,3256,SXSW: Scenes From Waterloo Park,,
20090326,3243,‘I’ve Been Stockpiling’,,
20090402,3009,Fleet Street Scoop on Capitol Hill,,
20090409,2946,Lehman’s (Literally) Radioactive Assets,,
20090416,3020,Chambers’s Companion Gets Probation,,
20090423,3536,A Quiet Place to Make Music and Putter,,
20090430,4140,"In New York, First Lady Meets Diplomats and Elmo",,
20090507,4056,More Reports from Colleges on Their Admissions Yields,,
20090514,4201,Trains Delayed,,
20090521,3615,Advocate Investor Backs Icahn in Amylin Contest,,
20090528,4180,Q&A: Touring Civil War Sites,,
20090604,4107,Accounts Differ on Afghan Grenade Attack,,
20090611,4025,"Drive-Ins Are Back, but It’s a Secret",,
20090618,4172,Pricing for Windows 7 Announced,,
20090625,4018,Pricing for Windows 7 Announced,,
20090702,3533,Names of the Dead,,
20090709,3896,Garden State: The Paris Expedition,,
20090716,3839,"Goofy Fun, With Dapper Men",,
20090723,3640,"As Officers Face Heated Words, Their Tactics Vary",,
20090730,3666,She Asks About Love but Sure Isn’t Telling,,
20090806,3772,W.T.O. Rules Against China’s Limits on Imports,,
20090813,3815,Americans for Stable Quality Care,,
20090820,3710,Blackstone Is Said to Be Fund of Funds Champ,,
20090827,3927,When Preventive Care Costs More,,
20090903,3861,The Debit Card: Trap or Sound Choice?,,
20090910,4341,Letterman to Interview Obama on Monday,,
20090917,4164,House and Senate Take Aim at Acorn,,
20090924,4200,Details on Oregon Street Brawl,,
20091001,4423,Dog From 9/11 Search-and-Rescue Unit Dies,,
20091008,4214,‘Hitchhiker’s Guide’ Sequel Lands in Britain,,
20091015,4250,"Despite Timely Hits, Yanks’ Bats Are Still a Concern",,
20091022,4366,A Tittle-Tattle World,,
20091029,3910,Book review: The Art and Politics of Science,,
20091105,3276,The Night They Drove the Tea Partiers Down,,
20091112,2902,Leveraging the Obama Brand,,
20091119,2768,Word Made Flesh,,
20091126,2611,"With Tumult at the Top, Washington Times Faces Uncertainty",,
20091203,3449,"Wave of drug violence is creeping into Arizona from Mexico, officials say",,
20091210,2819,Jets Open Thread: A Defense Most Dominant,,
20091217,2629,When Mom Is Just Floors Away,,
20100101,2421,Do Consumers Really Want 3-D TVs?,,
20100108,2986,Housing Hangover in the Sun Belt,,
20100115,2863,New Technology Commissioner Wins Approval in Europe,,
20100122,2983,"After Celebration, Saints Face Reality and the Colts",,
20100129,2823,Somalia: Islamist Groups Join Forces With Al Qaeda,,
20100205,2864,European Debt Issues Top Agenda for Meeting,,
20100212,2891,Fairfax to Buy Zenith National for $1.3 Billion,,
20100219,2911,Player Unions Wary of H.G.H. Test,,
20100226,2949,Valentine Visits Mets; Fans Ask Him to Stay,,
20100305,2915,Book Review Podcast: Danielle Trussoni and Joseph O’Neill,,
20100312,2906,Chic in Review | Their Cups Runneth Over,,
20100319,2959,Turkey’s Governing Party Proposes Changes in the Constitution,,
20100326,2707,Father Did the Math; The Maid Solved Problems,,
20100402,2634,The Pain of Losing a Spouse Is Singular,,
20100409,2782,"First, They Get Rid of the Law Clinics",,
20100416,2855,"Popcast: Merle Haggard, Willie Nelson, The Morning Benders and More",,
20100423,2782,"Trend for High, Pre-emptive Bids in Energy Deals",,
20100430,2878,Succession Rights in Stabilized Rentals,,
20100507,2730,Afghans Protest Deadly U.S. Raid,,
20100514,2808,Texas School Board Set to Vote Textbook Revisions,,
20100521,2873,"Circus Thrills, Minus the Big Top",,
20100528,2641,New N.Y. Schools Face Extra Pain From Layoffs,,
20100604,2802,"In N.B.A., One Star Isn’t Enough for Rise",,
20100611,2741,Seeking Hope From a Support Group,,
20100618,2823,Big Names at Work at a London Gallery,,
20100625,2717,Scrubbing Our Cell Phones of Conflict Minerals,,
20100702,2402,Walking With the Herds in Kenya,,
20100709,2688,"For Heirs, Big Test Is Building on Excellence",,
20100716,2623,Rock of Ages,,
20100723,2573,5 Questions Every Fantasy Owner Must Answer Before Draft,,
20100730,2486,Slimming Effect of a Nice Track Suit,,
20100806,2460,"In Lehman Legal Bills, Hints of the Next U.S. Move",,
20100813,2491,Q&A: The Piedmont in Italy,,
20100820,2461,Will Forte to Leave ‘SNL’,,
20100827,2518,"State Pension Fund Faces Shortfall, Candidate Says",,
20100903,2458,Goldman Names Asset Management Chairman,,
20100910,2874,Reggie Bush’s Spin Move,,
20100917,2777,"News Quiz | September 23, 2010",,
20100924,2997,"From Paris, Studded Leather for Spring",,
20101001,2884,Novelis Seeks to Buy BP Stake in Venture,,
20101008,2740,The Whitney Trims Its East Side Holdings,,
20101015,2770,Questions Rising Over Fannie’s and Freddie’s Oversight of Foreclosures,,
20101022,2807,Bridgewater Wins Big on Bearish Bets,,
20101029,3018,Holy Warrior,,
20101105,2748,Where the Ambience Is Adjustable,,
20101112,2659,Murkowski Officially Ahead in Alaska,,
20101119,2220,Hitchcock Would’ve Had a Web Site,,
20101126,2299,Belt-Tightening Across Europe,,
20101203,2607,Banks That Failed Despite Fed’s Cash,,
20101210,2548,Introduced by Video and Hired in N.F.L.,,
20101217,2185,"In Britain, Many Glass Slippers to Fill",,
20110101,2156,The Second Time Around: New Apatow Comedy Will Revisit ‘Knocked Up’ Couple,,
20110108,2338,Atlantis Opens Nightclub for Teens,,
20110115,2253,Fishing Museum Is Symbol of Waste in Georgia,,
20110122,2400,The American Economy: Bigger Than Ever,,
20110129,2240,A Camellia Preserve on an Island Known for Tabasco Peppers,,
20110205,2315,"In London, a Festival Just for the Kids",,
20110212,2490,Reaction to Arsenal-Barcelona,,
20110219,2123,"Pop, Soul and Show Tunes in a Quest for Lifelong Love",,
20110226,2363,Notes From a Young American in Congo: Sex Workers,,
20110305,2380,Ivy Champions to Settle Score at Yale,,
20110312,2394,The Awkward Officiating Dance at the N.C.A.A. Tournament,,
20110319,2354,"WNET Local News, Via the Web",,
20110326,2301,Job Growth Suggests Resilience of U.S. Recovery,,
20110402,2240,Q&A: Turkey for a Cultural and Exotic Destination,,
20110409,2311,"Money Tight, Museums Mine Their Own Collections",,
20110416,2194,Pentagon Is Quiet on ‘Three Cups of Tea’ Questions,,
20110423,2542,A Fraught Mother-Daughter Drama,,
20110430,2622,Buffett Eager to Move On After Sokol Affair,,
20110507,2287,Goldman’s Shares Drop Sharply After Downgrade,,
20110514,2241,The Group-Deals Craze Comes to Private Jets,,
20110521,2234,Thyroid Drug Shortage Presents Tough Choices for Cancer Patients,,
20110528,2209,Wedding Etiquette,,
20110604,2322,"In Cuts, Fears for Program That Assists Rape Victims",,
20110611,2309,Airports Say They Too Need to Raise Fees,,
20110618,2327,Paperback Row,,
20110625,2222,Famine and Drought in Somalia,,
20110702,2087,Rangers Re-Sign Sauer and Anisimov,,
20110709,2124,Fall of Rome?,,
20110716,2118,Decoding Your E-Mail Personality,,
20110723,2163,Treasury Accuses Iran of Aiding Al Qaeda,,
20110730,2081,Reddy Kilowatt Works Up a Sweat,,
20110806,2222,"Aug. 10, 1977 | David Berkowitz, ‘Son of Sam,’ Is Arrested",,
20110813,2025,Madoff Decision Is Significant Setback for Owners of Mets,,
20110820,2023,Japan to Offer Billions in Loans to Help Weaken the Yen,,
20110827,2186,Generation Limbo: Waiting It Out,,
20110903,2377,Leak Offers Look at Efforts by U.S. to Spy on Israel,,
20110910,2614,"Complaint Box | Pass the Flash, Please",,
20110917,2444,The Price of Political Gossip,,
20110924,2400,Help Wanted: Leadership,,
20111001,2472,Two Festivals for Thinkers Vie for the Minds of Chicago,,
20111008,2452,Are Bike Rentals a Success? Depends Who You Ask,,
20111015,2328,Questions for The Times’s Adam Liptak on the Future of Affirmative Action,,
20111022,2258,Uganda: Anti-Gay Bill Is Revived,,
20111029,2355,It’s Never Too Early to Start Handicapping,,
20111105,2436,Wantful Aims to Revamp Gift-Giving Process,,
20111112,2450,"Sharper Talk, if Not Action, on Iran",,
20111119,2108,Do I Really Have to Chill a Pie Crust for Three Hours?,,
20111126,2440,"100, 75, 50 Years Ago",,
20111203,2481,Canadians Deny a Wallenda’s Bid to Wire-Walk Across Niagara Falls,,
20111210,2313,Tycoon’s Next Big Bet for Space: A Countdown Six Miles Up in the Air,,
20111217,2110,"For Wall St.’s Big Players, the Holiday Party Is Still Over",,
20120101,2098,"Iraq Turns Justice Into a Show, and Terror Confessions a Script",,
20120108,2368,Pac-12 Conference Hires a Veteran of Media Agencies,,
20120115,2386,"The Whole Fish, and Little but the Fish",,
20120122,2441,Hotels Band to Offer Their Own Search Site,,
20120129,2319,Map of Earthquake Risks Is Updated,,
20120205,2314,"With Box Office Strong, ‘Porgy and Bess’ to Extend Its Run",,
20120212,2426,German President Could Lose His Immunity,,
20120219,2227,"New York May Ban Shark Fin Sales, Following Other States",,
20120226,2358,Victoria Rutherfurd and Daniel Thoma,,
20120304,2325,"Gaza Fighting Continues, Despite Truce Efforts",,
20120311,2370,"Gaza Fighting Continues, Despite Truce Efforts",,
20120318,2294,G.O.P. Campaign Could End Soon — But Not in Louisiana,,
20120325,2196,"Amid Good Company, the Wildcats Still Stand Out",,
20120401,2188,Gardening by the App,,
20120408,2055,"A ‘Super PAC’ Mystery: A $500,000 Donation and a Refund",,
20120415,2119,The Sound and the Fury,,
20120422,2261,Police Seeking Tips on Armed Robbery of McDonald’s in Queens,,
20120429,2309,"For Some Parents, Leaving a Private School Is Harder Than Getting In",,
20120506,2227,"Four Homers and 18 Total Bases, Again",,
20120513,2256,"Study Says Sundance Is a Publicity Machine, to the Tune of $69 Million",,
20120520,2157,Editors’ Choice,,
20120527,2105,"A 12-Year-Old Hangs Himself, and His Family Says He Was Bullied",,
20120603,2270,"Singing Wholesome Lyrics, Depending on Your Ears",,
20120610,2332,Events in Westchester,,
20120617,2215,"First Relief, Then Skepticism After Greece Votes",,
20120624,2315,Questions on Special Ed? There's a Hot Line for That,,
20120701,1889,Reclaiming Travel,,
20120708,1943,The Early Word: Counterpunch,,
20120715,2044,Following Even More of the Money,,
20120722,2098,"100, 75, 50 Years Ago",,
20120729,2064,"On Rowing Team, Smallest Body Has the Voice of Authority",,
20120805,2053,How Big Data Became So Big,,
20120812,1959,The Truth Has A Well-Known Demagogic Bias,,
20120819,1956,A Politician Whose Faith Is Central to His Persistence,,
20120826,2159,The Slow Reveal on Globalization,,
20120902,2303,"Joanna Wilson, Brett Green",,
20120909,2290,Communist Leader’s Absence Sets Off Rumor Mills in China,,
20120916,2174,"Giving Conservative Films a Head Start, Right Here",,
20120923,2221,Tim Cook’s Apology Is an Important Step Forward,,
20120930,2229,"Posey, the Heart of San Francisco, Beats Quietly",,
20121007,2251,Vice-Presidential Debate Draws More Than 50 Million Viewers,,
20121014,2267,Between All and Nothing Lies Yanks’ New Reality,,
20121021,2220,Word of the Day | nonchalance,,
20121028,2060,Mistake in a Pay-Per-Click Campaign Leaves a Business Puzzled,,
20121104,2111,NBC Peppered by Online Critics in Shuffle of Hosts,,
20121111,2159,What’s On Wednesday,,
20121118,1806,What Happened to Borussia (Barcelona) Mönchengladbach?,,
20121125,2097,Damned if He Does: The Susan Rice Dilemma,,
20121202,2092,Rice in Limbo as Nomination Remains Uncertain,,
20121209,2059,Look of The Moment | Pharrell Williams,,
20121216,1944,Voestalpine Plans to Invest in North America,,
20130101,1802,Reviving the French Economy,,
20130108,2284,Up Front,,
20130115,2216,From Real-Life Governor to Small-Town Sheriff,,
20130122,2216,Republican Governors Open New Front in Tax Debate,,
20130129,2211,High-Speed Rail for West Coast,,
20130205,2322,Militant Threats Test Role of a Pentagon Command in Africa,,
20130212,2205,Opera and Classical Music Listings for Feb. 15-21,,
20130219,2226,What Front-Page Choices Say About The Times’s Priorities,,
20130226,2263,On Our Radar: The Last Coal-Fired Steamship,,
20130305,2273,"Van Jumps Curb in Queens, Killing Boy",,
20130312,2268,Summoning Jazz Spirits to the Temple,,
20130319,2300,Artistic Touches in Mexican Food,,
20130326,2094,Cyprus Deal Sparks Anti-German Mood — and Defenders,,
20130402,2158,Hunger Strike at Guantánamo,,
20130409,2151,Re-Lighting Sarfatti,,
20130416,2099,Vindication,,
20130423,2187,"A New Mom Is Downsized, but Not Down and Out",,
20130430,2133,Strict Limits on Giving in City Races Are Upheld,,
20130507,2206,No Benefit Seen in Sharp Limits on Salt in Diet,,
20130514,2145,"Front-Runner in Pakistan Offers Truce, and Flowers",,
20130521,1983,Massachusetts G.O.P. Hopes Lightning Strikes Again in Senate Race,,
20130528,2087,Serra Work Gains Protected Status in Ontario,,
20130604,2153,Innovation Bout: Beijing vs. Zurich,,
20130611,2116,Push for Speed Cameras Turns to School Zones,,
20130618,2145,Aboard a Yacht on the Sea of Love,,
20130625,2074,"In Criticizing Rival Products, a Dove Campaign Is Called Unfair",,
20130702,1813,Theater Listings for July 5-11,,
20130709,1846,Hopi Artifact Is Returned,,
20130716,1943,New Jersey Is Just So Embarrassing,,
20130723,1783,Forbes and Aspinwall Go to War,,
20130730,1773,Listen Up | The Singer-Songwriter Bill Callahan Makes a Foray Into Dub,,
20130806,1764,Listen Up | The Singer-Songwriter Bill Callahan Makes a Foray Into Dub,,
20130813,1771,Jets’ Coples Is Sidelined Indefinitely,,
20130820,1747,Walking ‘That Long Trailing Leg of Britain’,,
20130827,1707,U.S. Open Food Review: Vegging Out,,
20130903,2243,News Corp. Sells a Group of Small Local Publications,,
20130910,2094,Wi-Fi and Cellphone Service on Subway Trains? M.T.A. Leader Says It May Happen,,
20130917,2038,"The Gun Report: September 24, 2013",,
20130924,2194,A Noticeable Thawing at Saint Laurent,,
20131001,2210,Rival Factions in Strike Underscore the Fissures in Post-Chávez Venezuela,,
20131008,2039,"At Drone Conference, Talk of Morals and Toys",,
20131015,2081,Pollen Study Points to Drought as Culprit in Bronze Age Mystery,,
20131022,1979,It’s Getting Warm in the Tap Studio,,
20131029,2018,"How Anna Chakvetadze, Rising Star at 20, Became a Retiree at 26",,
20131105,2056,Bishops Are Urged to Expand Priorities,,
20131112,2033,Cutting the Heart Out of Health Reform,,
20131119,2000,‘Spider-Man’ Investors Shaken by Projected $60 Million Loss,,
20131126,1776,Party Claims It Identified Top C.I.A. Spy in Pakistan,,
20131203,2070,Thursday’s Matchup: Texans (2-10) at Jaguars (3-9),,
20131210,2041,British Wine Benefits as the Climate Changes,,
20131217,2092,"Beltran Is Back in New York, With Nothing to Prove",,
20140101,1897,Police Raid ‘Fortress’ of Drug Production in South China,,
20140108,2344,World Bank Is Criticized for Honduran Loan,,
20140115,2263,Rivalry Between Seattle and San Francisco Heats Up the West Coast,,
20140122,2349,"Legal Marijuana Businesses Should Have Access to Banks, Holder Says",,
20140129,2201,"For Seattle’s Celebration, Russell Wilson Is an Unofficial M.V.P.",,
20140205,2539,Sony Turns to Investment Firm With a Taste for Unloved Assets,,
20140212,2372,How Tina Fey and Amy Poehler Inspired a Disney Princess,,
20140219,2382,"After Two Centuries, Peugeot Family Cedes Control",,
20140226,2336,Newcastle Fines Its Coach for Head Butting Opponent,,
20140305,2244,Extended-Stay Hotels Climb in Manhattan,,
20140312,2317,Is There a Doctor in the Exhibition?,,
20140319,2272,Two Women of Style,,
20140326,2348,"Before a Hearing on G.M. Defects, Document Points to an Inconsistency",,
20140402,2465,When Youth Violence Spurred ‘Superpredator’ Fear,,
20140409,2226,The Early Years of Stockholm’s Mega Home-Design Store,,
20140416,2201,2015 Subaru Outback: Some Pizazz for a Redesigned Wagon,,
20140423,2340,Anglo-Irish Retailer Primark to Make U.S. Landfall in Boston,,
20140430,2304,Nail Salon Lamps May Increase Skin Cancer Risk,,
20140507,2422,Syrian Rebels Depart Homs District Under Deal,,
20140514,2344,Economic Recovery Yields Few Benefits for the Voters Democrats Rely On,,
20140521,2217,"The Tonys, a Tea and Toasts",,
20140528,2267,"The Tonys, a Tea and Toasts",,
20140604,2343,Tavi Forever,,
20140611,2444,At the Cutting Edge of Gay Family Law,,
20140618,2304,Daily Report: AT&T and Udacity Create Online ‘NanoDegree’ Program,,
20140625,2340,"Quotation of the Day for Wednesday, June 25, 2014",,
20140702,2012,A Louis Vuitton Chronograph Timepiece Inspired by Motor Racing,,
20140709,2239,"In Brooklyn, a Trove of Hebrew Books From Centuries Past",,
20140716,2150,Swiss Bank Julius Baer to Buy Businesses from Israel’s Bank Leumi,,
20140723,2045,"For Obama, Protectiveness About Daughters Gives Way to Pride",,
20140730,2061,The Eyes of Texas Are Upon a Man Who Kept to the Shadows,,
20140806,1984,1964: Police to Watch for ‘Gouging’,,
20140813,2001,Test Yourself | A Mini Golf Champion,,
20140820,2103,Jets Suspend Cornerback Amid Inquiry Into Absence,,
20140827,1976,Student Crossword | Music,,
20140903,2443,Lower-Frequency Platform IEX Raises Funding to Become Full Stock Market,,
20140910,2369,"The Brave Work of the Bouroullec Brothers, This Year’s London Design Medalists",,
20140917,2452,A Musical Tour of the World,,
20140924,2481,Paris Fashion Week: Sacai Spring/Summer 2015,,
20141001,2367,Lightning Fast With His Feet and His Jokes,,
20141008,2262,"1964: Paris Deports 150,000 Pigeons",,
20141015,2309,1964: Khrushchev “Resigns”,,
20141022,2427,Germany Is Sending a Military Training Mission to Northern Iraq,,
20141029,2453,Seven Endangered House Democrats Get a Cash-Infusion,,
20141105,2430,‘Wildlife’ and ‘Even in Paradise’,,
20141112,2237,"Carol Ann Susi, Unseen Actress on ‘Big Bang Theory,’ Is Dead at 62",,
20141119,2252,Norwegian Filmmakers Apologize for Fake Syria Video,,
20141126,1964,Independent Is Elected Taipei Mayor as Taiwan’s Governing Party Falters,,
20141203,2394,What Comes Next in the Eric Garner Case,,
20141210,2360,Miami Dolphins at New England Patriots Preview,,
20141217,2059,Living With Cancer: Playing the C Card,,
20150101,1822,Judge Overturns California Ban on Foie Gras,,
20150108,2246,President of New York City Police Union Faces Internal Opposition,,
20150115,2247,Are Oscar Nominations Moving in the Wrong Direction?,,
20150122,2234,Ocwen Reaches Settlement With California Regulator,,
20150129,2209,"Strauss-Kahn, Former I.M.F. Chief, Goes on Trial in Sex Case",,
20150205,2149,SpaceX Launch of Solar-Storms Satellite Is Postponed Again,,
20150212,2221,New Approach to Blocking H.I.V. Raises Hopes for an AIDS Vaccine,,
20150219,2248,"‘The Americans’ Recap: Paige and Kimberly, Growing Up Too Fast",,
20150226,2260,"Nasdaq Changed in Its Climb to 5,000",,
20150305,2295,"In Chávez, Maduro Trusts, Maybe to His Detriment and Venezuela’s",,
20150312,2282,China’s Middle Class Chafes Against Maze of Red Tape,,
20150319,2192,"Monir Farmanfarmaian, Iranian and Nonagenarian, Celebrates a New York Museum First",,
20150326,2191,Robert Durst’s Wife Steps Back After Years of Defending Him,,
20150402,2023,"Review: Lukas Ligeti’s Disparate Interests, on Display at the Stone",,
20150409,2200,1940: Italians Told War May Come,,
20150416,2104,"Drone, Possibly Radioactive, Is Found at Office of Japan’s Prime Minister",,
20150423,2179,1915: Fighting With Poisonous Gas,,
20150430,2172,"Fire Raged, They Played On, and the Photo Still Beguiles",,
20150507,2218,A Police Shooting in Midtown’s Seedier Side,,
20150514,2118,Fastball Deserts Jon Niese as Mets Lose to Cardinals,,
20150521,1914,"U.S. Flies Over a Chinese Project at Sea, and Beijing Objects",,
20150528,2150,Jeb Bush Assails  Obama on Removing Cuba From Terror List,,
20150604,2234,Are New Fashion Capitals on the Rise?,,
20150611,2298,Bernie Sanders Draws Union Support Pressing Pensions Issue,,
20150618,2308,"Julie Johnston, a Late Call-Up for U.S., Continues Her Ascent",,
20150625,2213,Divide on Iran Nuclear Deal: Hard-Liners vs. ‘Invisible People’,,
20150702,2007,"Knee Torments Michael Cuddyer, and Cubs Torment Mets",,
20150709,2241,"Tarrytown, N.Y., Steeped in History",,
20150716,2090,Cars Ablaze as Drivers Flee on Interstate 15,,
20150723,2043,"Review: At Salzburg Festival, a Story of Sex and Conquest",,
20150730,2086,‘Hannibal’ Recap: Always Room for a Few More Scars,,
20150806,1968,What a $15 Minimum Wage Would Mean for Your City,,
20150813,1939,"Seeking Privacy for Prince George, Royal Family Asks Photographers to Keep Their Distance",,
20150820,1987,Variety: A Starry Acrostic,,
20150827,1958,The Graying of the President,,
20150903,2103,Uncertainty Fills a Foster Child With Worry,,
20150910,2440,Daniel Freiberg Brings New Tunes and New Group to the White Plains Jazz Festival,,
20150917,2316,Daniel Freiberg Brings New Tunes and New Group to the White Plains Jazz Festival,,
20150924,2438,"Antiquities Still at Risk, Experts Warn",,
20151001,2498,"Inside One Artist’s London Studio, Where Floral Magic Happens",,
20151008,2278,"From Donald Trump, Hints of a Campaign Exit Strategy",,
20151015,2258,Abortion at the Supreme Court’s Door,,
20151022,2318,The Times Greeted Hitler’s Volkswagen Skeptically,,
20151029,2313,Two Former Traders Found Guilty in Libor Manipulation Case,,
20151105,2230,Morning Agenda: Ackman Defiant Over Valeant,,
20151112,2229,How to Pick a Meditation App,,
20151119,2040,Britain Adopts Black Friday With an All-American Frenzy,,
20151126,1956,‘The Walking Dead': Who Is Negan?,,
20151203,2077,Islamic State Says ‘Soldiers of Caliphate’ Attacked in San Bernardino,,
20151210,2129,Dance Listings for Dec. 11-17,,
20151217,1674,Pope Francis Clears Mother Teresa’s Path to Sainthood,,
20160101,1611,To Catch a Rapist,,
20160108,1943,Searching for Cancer Maps in Free-Floating DNA,,
20160115,1913,"In Surprise Move, Bitter Political Rivals in Lebanon Announce Deal",,
20160122,1994,1941: General Metaxas Dies at 69,,
20160129,2000,"$1,100,000 Homes in Seattle, Massachusetts, and Texas",,
20160205,1881,Theater Listings for Feb. 12-18,,
